Date,Symbol,Open,High,Low,Close,Volume
2018-01-01,VHM,65050.0,65400.0,64850.0,65000.0,6664299
2018-01-02,VHM,65200.0,65450.0,63850.0,64600.0,11253898
2018-01-03,VHM,64400.0,65700.0,64300.0,65650.0,7827308
2018-01-04,VHM,65750.0,66950.0,65600.0,66150.0,9859493
2018-01-05,VHM,66650.0,66650.0,65550.0,65600.0,9317619
2018-01-08,VHM,65600.0,65800.0,65050.0,65150.0,7914449
2018-01-09,VHM,65000.0,65500.0,64350.0,64900.0,8752225
2018-01-10,VHM,65000.0,65850.0,64550.0,65700.0,9379378
2018-01-11,VHM,65600.0,66500.0,65350.0,66050.0,6994347
2018-01-12,VHM,66300.0,66950.0,63600.0,63600.0,14823095
2018-01-15,VHM,63350.0,63800.0,62800.0,63600.0,9749764
2018-01-16,VHM,63600.0,64250.0,61550.0,61950.0,10254063
2018-01-17,VHM,61600.0,62850.0,61350.0,62800.0,9566621
2018-01-18,VHM,63200.0,64400.0,63100.0,64150.0,7033391
2018-01-19,VHM,64400.0,64500.0,63950.0,64200.0,10208262
2018-01-22,VHM,64400.0,64400.0,63450.0,63550.0,8105903
2018-01-23,VHM,63850.0,65400.0,63500.0,65150.0,12985582
2018-01-24,VHM,65150.0,65200.0,63700.0,63700.0,9976974
2018-01-25,VHM,63750.0,63950.0,61850.0,62100.0,10589773
2018-01-26,VHM,62150.0,62200.0,59850.0,60450.0,11345872
2018-01-29,VHM,60800.0,61550.0,58300.0,58500.0,15839873
2018-01-30,VHM,58250.0,58700.0,57150.0,57600.0,11660847
2018-01-31,VHM,57450.0,60750.0,57400.0,60150.0,14385456
2018-02-01,VHM,60200.0,61400.0,60100.0,61250.0,12051978
2018-02-02,VHM,61700.0,61800.0,59500.0,59950.0,9305976
2018-02-05,VHM,59850.0,60500.0,58200.0,58550.0,10425435
2018-02-06,VHM,58450.0,58900.0,58250.0,58850.0,9701670
2018-02-07,VHM,58700.0,58800.0,56300.0,57150.0,10020412
2018-02-08,VHM,57450.0,57850.0,56850.0,56900.0,11541527
2018-02-09,VHM,57000.0,57850.0,56900.0,57750.0,12154997
2018-02-12,VHM,57500.0,58400.0,57200.0,57900.0,12114054
2018-02-13,VHM,57800.0,60300.0,56850.0,60150.0,14991198
2018-02-14,VHM,60000.0,60200.0,59800.0,59800.0,6360685
2018-02-15,VHM,59750.0,60050.0,59550.0,59900.0,7236397
2018-02-16,VHM,59650.0,60050.0,59300.0,59750.0,9104034
2018-02-19,VHM,59700.0,60400.0,59650.0,60050.0,8748455
2018-02-20,VHM,59750.0,60000.0,56350.0,56650.0,16545081
2018-02-21,VHM,57100.0,57450.0,56600.0,56850.0,8380723
2018-02-22,VHM,57000.0,57450.0,56450.0,56550.0,10646012
2018-02-23,VHM,56450.0,57100.0,56350.0,56700.0,9968587
