Date,Symbol,Open,High,Low,Close,Volume
2018-01-01,TCB,24100.0,24250.0,23800.0,24000.0,24188853
2018-01-02,TCB,23950.0,24650.0,23750.0,24600.0,22513549
2018-01-03,TCB,24600.0,24750.0,24150.0,24200.0,19597466
2018-01-04,TCB,24300.0,24350.0,24200.0,24200.0,16150643
2018-01-05,TCB,24250.0,24300.0,24050.0,24100.0,19987395
2018-01-08,TCB,24200.0,24250.0,24000.0,24100.0,18203801
2018-01-09,TCB,24150.0,24750.0,24050.0,24650.0,17145635
2018-01-10,TCB,24650.0,25000.0,24600.0,24900.0,14257997
2018-01-11,TCB,24750.0,25400.0,24450.0,25200.0,29361834
2018-01-12,TCB,25200.0,25200.0,24800.0,24900.0,23239384
2018-01-15,TCB,24950.0,25250.0,24700.0,24800.0,25816253
2018-01-16,TCB,24900.0,25200.0,24850.0,24950.0,16220249
2018-01-17,TCB,25000.0,25000.0,24350.0,24500.0,24988299
2018-01-18,TCB,24500.0,24950.0,24400.0,24800.0,23507751
2018-01-19,TCB,24750.0,24900.0,24400.0,24450.0,22107801
2018-01-22,TCB,24600.0,24750.0,24350.0,24400.0,23270498
2018-01-23,TCB,24350.0,24450.0,23500.0,23750.0,25039234
2018-01-24,TCB,23650.0,24200.0,23600.0,24050.0,20903918
2018-01-25,TCB,23950.0,24150.0,23500.0,23650.0,28133561
2018-01-26,TCB,23600.0,23800.0,22400.0,22550.0,31675793
2018-01-29,TCB,22650.0,22650.0,22600.0,22650.0,11126379
2018-01-30,TCB,22450.0,22450.0,21800.0,21950.0,21832255
2018-01-31,TCB,21900.0,22250.0,21850.0,22100.0,21097700
2018-02-01,TCB,22150.0,22800.0,22100.0,22700.0,27277903
2018-02-02,TCB,22650.0,23400.0,22650.0,23300.0,20959125
2018-02-05,TCB,23350.0,23450.0,22350.0,22550.0,23957203
2018-02-06,TCB,22450.0,22550.0,22450.0,22450.0,11806131
2018-02-07,TCB,22550.0,23050.0,22550.0,22950.0,19987540
2018-02-08,TCB,22850.0,23550.0,22850.0,23500.0,28272483
2018-02-09,TCB,23600.0,23750.0,23200.0,23400.0,17971295
2018-02-12,TCB,23450.0,23450.0,22950.0,23200.0,21446632
2018-02-13,TCB,23200.0,23250.0,22550.0,22550.0,22265082
2018-02-14,TCB,22600.0,22800.0,22250.0,22350.0,22859103
2018-02-15,TCB,22300.0,22900.0,22200.0,22550.0,25930045
2018-02-16,TCB,22650.0,22900.0,22500.0,22650.0,19163366
2018-02-19,TCB,22600.0,22750.0,22550.0,22700.0,18603965
2018-02-20,TCB,22750.0,22900.0,22600.0,22850.0,17096835
2018-02-21,TCB,22850.0,22900.0,22100.0,22200.0,19314246
2018-02-22,TCB,22150.0,22250.0,21650.0,21750.0,16762266
2018-02-23,TCB,21750.0,22000.0,21600.0,22000.0,14612785
2018-02-26,TCB,22150.0,22300.0,22050.0,22300.0,17178874
2018-02-27,TCB,22350.0,22350.0,21700.0,21750.0,28831328
2018-02-28,TCB,21650.0,21700.0,21000.0,21150.0,27346160
2018-03-01,TCB,21000.0,21350.0,20950.0,21300.0,26436368
2018-03-02,TCB,21150.0,21400.0,21050.0,21350.0,24602216
2018-03-05,TCB,21350.0,21450.0,21150.0,21300.0,18933000
2018-03-06,TCB,21200.0,21300.0,20900.0,21100.0,26449972
2018-03-07,TCB,21100.0,21450.0,21050.0,21400.0,18653982
2018-03-08,TCB,21350.0,21450.0,20850.0,21050.0,18035816
2018-03-09,TCB,21050.0,21350.0,20900.0,21050.0,21479930
2018-03-12,TCB,20900.0,21100.0,20700.0,21000.0,25173097
2018-03-13,TCB,20950.0,21750.0,20850.0,21550.0,24145364
2018-03-14,TCB,21500.0,21550.0,20850.0,21000.0,19956201
2018-03-15,TCB,20950.0,21150.0,20050.0,20100.0,25583437
2018-03-16,TCB,20150.0,20300.0,20050.0,20250.0,20466105
2018-03-19,TCB,20350.0,20500.0,20300.0,20300.0,20898108
2018-03-20,TCB,20150.0,20150.0,20000.0,20050.0,17530852
2018-03-21,TCB,20100.0,20150.0,19800.0,19950.0,25377478
2018-03-22,TCB,20100.0,20650.0,20050.0,20600.0,24835338
2018-03-23,TCB,20800.0,20950.0,20500.0,20700.0,20786891
2018-03-26,TCB,20750.0,20950.0,20700.0,20800.0,13333148
2018-03-27,TCB,20850.0,20950.0,20650.0,20800.0,16521526
2018-03-28,TCB,20700.0,21850.0,20600.0,21800.0,26197703
2018-03-29,TCB,21700.0,21800.0,21200.0,21250.0,17003860
2018-03-30,TCB,21150.0,21250.0,21050.0,21200.0,15033543
2018-04-02,TCB,21200.0,22050.0,21150.0,21950.0,23845816
2018-04-03,TCB,22050.0,22150.0,21700.0,21850.0,15368314
2018-04-04,TCB,21850.0,22050.0,21750.0,21950.0,15092835
2018-04-05,TCB,21800.0,22500.0,21700.0,22350.0,29063779
2018-04-06,TCB,22450.0,22650.0,22400.0,22600.0,17030730
2018-04-09,TCB,22450.0,23350.0,22200.0,23300.0,24987132
2018-04-10,TCB,23450.0,23450.0,23000.0,23100.0,23914455
2018-04-11,TCB,22950.0,23300.0,22650.0,23150.0,20456396
2018-04-12,TCB,23050.0,23450.0,22900.0,23350.0,24729417
2018-04-13,TCB,23350.0,23600.0,23200.0,23500.0,22492555
2018-04-16,TCB,23550.0,23950.0,23550.0,23800.0,21402591
2018-04-17,TCB,23750.0,24200.0,23700.0,24150.0,23389433
2018-04-18,TCB,24150.0,24200.0,23100.0,23400.0,30049289
2018-04-19,TCB,23250.0,23650.0,23150.0,23650.0,18878626
2018-04-20,TCB,23800.0,23900.0,23450.0,23600.0,25889905
2018-04-23,TCB,23600.0,23900.0,23350.0,23450.0,21871677
2018-04-24,TCB,23500.0,23650.0,22950.0,23050.0,19653501
2018-04-25,TCB,23000.0,23050.0,22700.0,22800.0,20286258
2018-04-26,TCB,22900.0,23250.0,22750.0,23250.0,16095614
2018-04-27,TCB,23400.0,23750.0,23350.0,23700.0,18448683
2018-04-30,TCB,23850.0,23950.0,23250.0,23250.0,17810783
2018-05-01,TCB,23350.0,23350.0,22850.0,22900.0,18560029
2018-05-02,TCB,23050.0,23900.0,22950.0,23750.0,30398786
2018-05-03,TCB,23750.0,23850.0,23600.0,23800.0,17305133
2018-05-04,TCB,23750.0,24300.0,23600.0,24150.0,21646740
2018-05-07,TCB,24000.0,24200.0,23450.0,23650.0,26320154
2018-05-08,TCB,23550.0,23700.0,23550.0,23650.0,16983117
2018-05-09,TCB,23550.0,23950.0,23300.0,23750.0,23763676
2018-05-10,TCB,23850.0,24050.0,23750.0,23900.0,18111980
2018-05-11,TCB,23950.0,24400.0,23900.0,24350.0,15670256
2018-05-14,TCB,24400.0,24450.0,24050.0,24100.0,25220848
2018-05-15,TCB,24300.0,24600.0,24150.0,24600.0,21128182
2018-05-16,TCB,24650.0,24950.0,24400.0,24750.0,25009685
2018-05-17,TCB,24850.0,25100.0,24800.0,25000.0,24014472
2018-05-18,TCB,25100.0,25300.0,25000.0,25050.0,24768704
2018-05-21,TCB,25050.0,25450.0,24950.0,25450.0,20411951
2018-05-22,TCB,25550.0,26150.0,25550.0,26150.0,16348309
2018-05-23,TCB,26250.0,26900.0,26100.0,26450.0,18329274
2018-05-24,TCB,26500.0,26600.0,26050.0,26150.0,24288314
2018-05-25,TCB,26200.0,26300.0,25550.0,25850.0,26655150
2018-05-28,TCB,25750.0,26250.0,25600.0,26050.0,20521725
2018-05-29,TCB,26000.0,26250.0,25550.0,25600.0,28298418
2018-05-30,TCB,25450.0,26450.0,25050.0,26350.0,29070721
2018-05-31,TCB,26400.0,26800.0,26300.0,26600.0,21688965
2018-06-01,TCB,26650.0,26750.0,25650.0,25700.0,26173224
2018-06-04,TCB,25650.0,26000.0,25050.0,25300.0,29348306
2018-06-05,TCB,25250.0,25250.0,24850.0,25000.0,19628574
2018-06-06,TCB,24850.0,24950.0,24050.0,24150.0,28344734
2018-06-07,TCB,24100.0,25550.0,23900.0,25100.0,29884405
2018-06-08,TCB,25050.0,25250.0,25000.0,25200.0,20583610
2018-06-11,TCB,25350.0,25600.0,24600.0,24700.0,28599043
2018-06-12,TCB,24700.0,25400.0,24700.0,25300.0,18562757
2018-06-13,TCB,25350.0,25600.0,25300.0,25550.0,13332377
2018-06-14,TCB,25500.0,25950.0,25350.0,25800.0,21337557
2018-06-15,TCB,25850.0,26000.0,24950.0,24950.0,31383572
2018-06-18,TCB,25050.0,25250.0,24950.0,25150.0,19039508
2018-06-19,TCB,24900.0,25300.0,24600.0,25250.0,26530398
2018-06-20,TCB,25350.0,25550.0,25100.0,25200.0,26097699
2018-06-21,TCB,25150.0,25300.0,25150.0,25300.0,13303977
2018-06-22,TCB,25050.0,25350.0,24700.0,24750.0,27631802
2018-06-25,TCB,24750.0,25000.0,23850.0,23950.0,31365448
2018-06-26,TCB,23950.0,23950.0,23550.0,23650.0,16820901
2018-06-27,TCB,23700.0,24600.0,23500.0,24450.0,27630702
2018-06-28,TCB,24400.0,24400.0,23800.0,24000.0,21043351
2018-06-29,TCB,24100.0,24400.0,24050.0,24250.0,22355873
2018-07-02,TCB,24300.0,24550.0,23900.0,23950.0,19019188
2018-07-03,TCB,23850.0,23950.0,23600.0,23800.0,21104286
2018-07-04,TCB,23900.0,23900.0,23650.0,23800.0,13933013
2018-07-05,TCB,23750.0,23850.0,23600.0,23800.0,17204777
2018-07-06,TCB,23700.0,23700.0,23500.0,23550.0,17918833
2018-07-09,TCB,23700.0,23850.0,23200.0,23250.0,21923596
2018-07-10,TCB,23300.0,23450.0,22700.0,22800.0,26442805
2018-07-11,TCB,22750.0,22750.0,22000.0,22050.0,23402900
2018-07-12,TCB,22100.0,22200.0,22050.0,22100.0,14778650
2018-07-13,TCB,22150.0,22200.0,22000.0,22150.0,18765585
2018-07-16,TCB,22000.0,22050.0,21750.0,21850.0,24955970
2018-07-17,TCB,21700.0,21850.0,21300.0,21450.0,16453860
2018-07-18,TCB,21400.0,21900.0,21400.0,21850.0,25901534
2018-07-19,TCB,21650.0,21850.0,21550.0,21750.0,17970596
2018-07-20,TCB,21700.0,22300.0,21450.0,22250.0,27053392
2018-07-23,TCB,22300.0,22350.0,22150.0,22350.0,18293132
2018-07-24,TCB,22250.0,22500.0,22200.0,22200.0,23737238
2018-07-25,TCB,22150.0,22750.0,22000.0,22650.0,26532443
2018-07-26,TCB,22700.0,22900.0,22500.0,22850.0,15340260
2018-07-27,TCB,22800.0,23550.0,22750.0,23450.0,28064717
2018-07-30,TCB,23450.0,23600.0,23300.0,23550.0,21231337
2018-07-31,TCB,23400.0,23450.0,23150.0,23300.0,25323635
2018-08-01,TCB,23200.0,24400.0,23150.0,24300.0,28613039
2018-08-02,TCB,24200.0,25000.0,23950.0,24900.0,29562071
2018-08-03,TCB,24850.0,24950.0,24800.0,24900.0,12054261
2018-08-06,TCB,24850.0,24850.0,24050.0,24150.0,28009377
2018-08-07,TCB,24050.0,24150.0,23500.0,23550.0,21236313
2018-08-08,TCB,23650.0,23750.0,23400.0,23500.0,25122391
2018-08-09,TCB,23600.0,24350.0,23500.0,24350.0,26420184
2018-08-10,TCB,24350.0,25400.0,24250.0,25100.0,27934280
2018-08-13,TCB,25000.0,26000.0,24950.0,26000.0,23776712
2018-08-14,TCB,26200.0,26250.0,26050.0,26100.0,15439485
2018-08-15,TCB,26100.0,26100.0,25900.0,25900.0,14806723
2018-08-16,TCB,26100.0,26250.0,25900.0,26150.0,24700113
2018-08-17,TCB,26150.0,26300.0,25950.0,26000.0,16106287
2018-08-20,TCB,25950.0,26000.0,25550.0,25650.0,20657782
2018-08-21,TCB,25800.0,25900.0,25650.0,25750.0,22279642
2018-08-22,TCB,25550.0,25650.0,25300.0,25550.0,16100936
2018-08-23,TCB,25500.0,25650.0,24800.0,24900.0,18436713
2018-08-24,TCB,24950.0,25100.0,24500.0,24700.0,21604564
2018-08-27,TCB,24600.0,24850.0,24300.0,24350.0,17464725
2018-08-28,TCB,24200.0,25400.0,24200.0,25400.0,31868633
2018-08-29,TCB,25350.0,25600.0,24300.0,24650.0,29254014
2018-08-30,TCB,24650.0,24700.0,24200.0,24350.0,23318625
2018-08-31,TCB,24450.0,24500.0,23850.0,23950.0,28399946
2018-09-03,TCB,23800.0,24000.0,23700.0,23750.0,19868748
2018-09-04,TCB,23900.0,24750.0,23900.0,24500.0,25249633
2018-09-05,TCB,24500.0,24700.0,24200.0,24250.0,15874429
2018-09-06,TCB,24050.0,24600.0,23950.0,24400.0,26102403
2018-09-07,TCB,24300.0,24400.0,24250.0,24250.0,20843900
2018-09-10,TCB,24250.0,24850.0,24100.0,24600.0,19204970
2018-09-11,TCB,24750.0,24950.0,24250.0,24300.0,26438591
2018-09-12,TCB,24300.0,24300.0,24000.0,24050.0,18085854
2018-09-13,TCB,24000.0,24150.0,23800.0,24050.0,15605817
2018-09-14,TCB,24000.0,24050.0,23600.0,23700.0,20957855
2018-09-17,TCB,23850.0,24150.0,23750.0,24000.0,18158892
2018-09-18,TCB,24000.0,24450.0,23950.0,24400.0,20956858
