Date,Symbol,Open,High,Low,Close,Volume
2018-01-01,HPG,21950.0,22100.0,21900.0,22000.0,23756554
2018-01-02,HPG,21950.0,22400.0,21900.0,22350.0,29597700
2018-01-03,HPG,22400.0,22450.0,22100.0,22350.0,32815280
2018-01-04,HPG,22300.0,23000.0,22200.0,23000.0,49318513
2018-01-05,HPG,23050.0,23550.0,22900.0,23500.0,32692819
2018-01-08,HPG,23500.0,24350.0,23450.0,24300.0,49399522
2018-01-09,HPG,24400.0,24850.0,24350.0,24800.0,32274337
2018-01-10,HPG,24850.0,25200.0,24750.0,24950.0,42104078
2018-01-11,HPG,25000.0,25650.0,24800.0,25600.0,52331502
2018-01-12,HPG,25650.0,25850.0,25350.0,25500.0,46431693
2018-01-15,HPG,25450.0,25600.0,25400.0,25550.0,38832515
2018-01-16,HPG,25450.0,26650.0,25350.0,26450.0,42543152
2018-01-17,HPG,26400.0,26800.0,26400.0,26650.0,27283975
2018-01-18,HPG,26650.0,26750.0,26350.0,26600.0,37262113
2018-01-19,HPG,26350.0,27250.0,26150.0,26800.0,53690471
2018-01-22,HPG,26550.0,27200.0,26350.0,27000.0,52190398
2018-01-23,HPG,27100.0,27200.0,27000.0,27100.0,26241231
2018-01-24,HPG,27050.0,27500.0,27050.0,27400.0,45155161
2018-01-25,HPG,27400.0,27550.0,27200.0,27200.0,45326751
2018-01-26,HPG,27100.0,27900.0,26950.0,27850.0,48718103
2018-01-29,HPG,27950.0,28850.0,27950.0,28750.0,47428356
2018-01-30,HPG,29000.0,29100.0,28050.0,28200.0,41536166
2018-01-31,HPG,28100.0,28550.0,27850.0,28300.0,35156209
2018-02-01,HPG,28350.0,28450.0,28200.0,28350.0,45039431
2018-02-02,HPG,28450.0,28600.0,28100.0,28250.0,29159374
2018-02-05,HPG,28200.0,28450.0,27700.0,27750.0,35739971
2018-02-06,HPG,27850.0,28950.0,27750.0,28600.0,37945796
2018-02-07,HPG,28600.0,29450.0,28600.0,29400.0,31905250
2018-02-08,HPG,29150.0,31000.0,29000.0,30900.0,58063219
2018-02-09,HPG,30800.0,31950.0,30750.0,31550.0,39439901
2018-02-12,HPG,31500.0,31550.0,29950.0,30200.0,47795578
2018-02-13,HPG,30050.0,30650.0,29950.0,30550.0,38599528
2018-02-14,HPG,30350.0,30350.0,29500.0,29700.0,38431420
2018-02-15,HPG,29800.0,29850.0,29000.0,29050.0,45044055
2018-02-16,HPG,29000.0,29500.0,28900.0,29450.0,29602937
2018-02-19,HPG,29450.0,30350.0,29300.0,30300.0,51631026
2018-02-20,HPG,30550.0,30600.0,29350.0,29600.0,44587184
2018-02-21,HPG,29650.0,29950.0,29600.0,29750.0,36710865
2018-02-22,HPG,29600.0,31050.0,29250.0,30700.0,53443354
2018-02-23,HPG,30550.0,30600.0,30000.0,30150.0,35064717
2018-02-26,HPG,30200.0,32100.0,29950.0,31800.0,57639350
2018-02-27,HPG,31800.0,32300.0,31600.0,32050.0,45024648
2018-02-28,HPG,32000.0,32250.0,31750.0,32100.0,32396935
2018-03-01,HPG,32350.0,33450.0,32250.0,33350.0,50900470
2018-03-02,HPG,33400.0,33650.0,32250.0,32600.0,56349239
2018-03-05,HPG,32650.0,32800.0,31650.0,32050.0,46687629
2018-03-06,HPG,32000.0,32300.0,31800.0,31900.0,39837316
2018-03-07,HPG,31800.0,33150.0,31700.0,32700.0,57902007
2018-03-08,HPG,32750.0,32900.0,31050.0,31100.0,51427295
2018-03-09,HPG,31100.0,32100.0,30850.0,32050.0,36597699
2018-03-12,HPG,32050.0,32050.0,31100.0,31400.0,42638857
2018-03-13,HPG,31450.0,31550.0,29450.0,29450.0,58994080
2018-03-14,HPG,29650.0,29850.0,29050.0,29050.0,48930589
2018-03-15,HPG,29000.0,30100.0,28850.0,29900.0,51164047
2018-03-16,HPG,30050.0,30100.0,28950.0,29000.0,38325152
2018-03-19,HPG,28950.0,29500.0,28700.0,29400.0,45350629
2018-03-20,HPG,29350.0,30450.0,29150.0,30350.0,42982300
2018-03-21,HPG,30350.0,30700.0,29700.0,29950.0,45390121
2018-03-22,HPG,30200.0,30850.0,29950.0,30800.0,52033447
2018-03-23,HPG,30850.0,31000.0,29400.0,29600.0,43572018
2018-03-26,HPG,29450.0,29600.0,28100.0,28200.0,50904324
2018-03-27,HPG,28200.0,28200.0,27900.0,28150.0,32177641
2018-03-28,HPG,28150.0,28200.0,26700.0,26850.0,62404941
2018-03-29,HPG,26750.0,27300.0,26700.0,27200.0,33717036
2018-03-30,HPG,27100.0,27750.0,26800.0,27650.0,54261304
2018-04-02,HPG,27650.0,28150.0,27300.0,27950.0,50094360
2018-04-03,HPG,27950.0,28300.0,27850.0,28200.0,34172320
2018-04-04,HPG,28200.0,29100.0,28100.0,29000.0,39314942
2018-04-05,HPG,28850.0,29550.0,28600.0,29350.0,42587365
2018-04-06,HPG,29400.0,29600.0,28950.0,29250.0,50583046
2018-04-09,HPG,29250.0,29450.0,28050.0,28150.0,61464307
2018-04-10,HPG,28350.0,28900.0,28150.0,28700.0,51592541
2018-04-11,HPG,28600.0,28600.0,28300.0,28600.0,31779081
2018-04-12,HPG,28550.0,28650.0,27200.0,27600.0,53659051
2018-04-13,HPG,27400.0,27600.0,27000.0,27200.0,44181158
2018-04-16,HPG,27100.0,27200.0,26900.0,26900.0,37348655
2018-04-17,HPG,26850.0,27200.0,26800.0,27150.0,29539234
2018-04-18,HPG,27150.0,27350.0,26900.0,27300.0,28483753
2018-04-19,HPG,27350.0,27550.0,26150.0,26400.0,54860886
2018-04-20,HPG,26350.0,26350.0,26200.0,26300.0,23989323
2018-04-23,HPG,26450.0,26700.0,26400.0,26650.0,44228692
2018-04-24,HPG,26750.0,27200.0,26200.0,26450.0,52741172
2018-04-25,HPG,26550.0,26700.0,26550.0,26600.0,38972934
2018-04-26,HPG,26500.0,26700.0,26300.0,26400.0,46859187
2018-04-27,HPG,26550.0,26900.0,26300.0,26650.0,33382932
2018-04-30,HPG,26850.0,28100.0,26800.0,27950.0,52686424
2018-05-01,HPG,28100.0,28150.0,26600.0,26800.0,50687590
2018-05-02,HPG,26850.0,27700.0,26650.0,27500.0,48646868
2018-05-03,HPG,27500.0,27650.0,27250.0,27550.0,43879314
2018-05-04,HPG,27500.0,28400.0,27500.0,28100.0,38330319
2018-05-07,HPG,28100.0,28750.0,28100.0,28650.0,35050644
2018-05-08,HPG,28650.0,28750.0,28500.0,28750.0,43331246
2018-05-09,HPG,28850.0,28900.0,28750.0,28750.0,37217440
2018-05-10,HPG,28800.0,29400.0,28750.0,29250.0,48067319
2018-05-11,HPG,29100.0,29350.0,28900.0,29250.0,29275769
2018-05-14,HPG,29100.0,29550.0,28900.0,29350.0,50765739
2018-05-15,HPG,29450.0,29550.0,29150.0,29150.0,43064513
2018-05-16,HPG,29250.0,29600.0,29050.0,29100.0,38061654
2018-05-17,HPG,29000.0,29600.0,28900.0,29450.0,31702360
2018-05-18,HPG,29350.0,31050.0,29300.0,30850.0,63426862
2018-05-21,HPG,30800.0,31300.0,30650.0,31000.0,39510871
2018-05-22,HPG,31100.0,31200.0,29300.0,29350.0,57153083
2018-05-23,HPG,29400.0,29700.0,29150.0,29500.0,47357628
2018-05-24,HPG,29400.0,29500.0,29300.0,29350.0,23756462
2018-05-25,HPG,29400.0,29650.0,29300.0,29550.0,35423420
2018-05-28,HPG,29650.0,29950.0,29550.0,29900.0,38088209
2018-05-29,HPG,29700.0,29700.0,29150.0,29500.0,31546756
2018-05-30,HPG,29650.0,30400.0,29500.0,30150.0,45875751
2018-05-31,HPG,30100.0,31400.0,29850.0,31300.0,60130664
2018-06-01,HPG,31000.0,31150.0,30800.0,30950.0,37833290
2018-06-04,HPG,31050.0,31400.0,31050.0,31250.0,37330352
2018-06-05,HPG,31250.0,32200.0,31150.0,31950.0,37346861
2018-06-06,HPG,32000.0,32200.0,31700.0,31800.0,45618982
2018-06-07,HPG,31950.0,32200.0,31200.0,31200.0,33887567
2018-06-08,HPG,31150.0,31550.0,31000.0,31500.0,41542747
2018-06-11,HPG,31500.0,32900.0,31400.0,32900.0,52586637
2018-06-12,HPG,32950.0,33200.0,31750.0,32000.0,60134640
2018-06-13,HPG,31850.0,31950.0,30550.0,30600.0,53502127
2018-06-14,HPG,30600.0,31700.0,30550.0,31650.0,56143643
2018-06-15,HPG,31800.0,32800.0,31750.0,32650.0,41670349
2018-06-18,HPG,32650.0,32800.0,31250.0,31500.0,54054004
2018-06-19,HPG,31600.0,32450.0,31300.0,32300.0,39050913
2018-06-20,HPG,32250.0,32550.0,32050.0,32450.0,29633816
2018-06-21,HPG,32300.0,32900.0,32200.0,32800.0,31266094
2018-06-22,HPG,32900.0,33850.0,32600.0,33550.0,46296093
2018-06-25,HPG,33600.0,33950.0,32500.0,32650.0,48828272
2018-06-26,HPG,32800.0,32800.0,32450.0,32500.0,26949435
2018-06-27,HPG,32300.0,32400.0,31650.0,31800.0,37031783
2018-06-28,HPG,31900.0,32300.0,31850.0,32300.0,33182845
2018-06-29,HPG,32600.0,32800.0,31550.0,31700.0,44586068
2018-07-02,HPG,31750.0,31800.0,31200.0,31300.0,32717301
2018-07-03,HPG,31350.0,32950.0,31100.0,32850.0,46404997
2018-07-04,HPG,32750.0,33150.0,32750.0,32900.0,38088984
2018-07-05,HPG,33050.0,33450.0,32850.0,33000.0,36296887
2018-07-06,HPG,33100.0,33100.0,32800.0,33000.0,32464672
2018-07-09,HPG,32900.0,34050.0,32750.0,33950.0,42138330
2018-07-10,HPG,33950.0,34250.0,33600.0,33650.0,34376689
2018-07-11,HPG,33700.0,35500.0,33650.0,35450.0,57353621
2018-07-12,HPG,35550.0,36750.0,35450.0,36400.0,53153051
2018-07-13,HPG,36400.0,36450.0,34850.0,35050.0,40179038
2018-07-16,HPG,34900.0,35200.0,34850.0,35150.0,45827147
2018-07-17,HPG,35100.0,35700.0,34850.0,35500.0,43485560
2018-07-18,HPG,35700.0,35900.0,35300.0,35300.0,32873945
2018-07-19,HPG,35400.0,36200.0,35000.0,36100.0,46890705
2018-07-20,HPG,36000.0,37450.0,35550.0,37200.0,60041601
2018-07-23,HPG,37400.0,37600.0,37000.0,37000.0,43382253
2018-07-24,HPG,36900.0,37650.0,36750.0,37600.0,34707203
2018-07-25,HPG,37550.0,37900.0,37350.0,37750.0,34663329
